identifier,name,in_language,url,abstract,word_count,sections_count,citations_count,has_infobox,infobox_fields_count,categories,outgoing_links,referenceneed_flag,citation_density,structural_health,quality_tier
100431,Philosophy of Kabuki Theatre (Vol. 2),en,https://en.wikipedia.org/wiki/Philosophy_of_Kabuki_Theatre_(Vol._2),"An encyclopedic inquiry into classical japanese dance-drama known for stylized drama and makeup. Comprehensive survey covering definitions, historical development, and research implications.",2441,7,22,True,11,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Deep Learning', 'Kabuki Theatre', 'Quantum Computing', 'Universal Declaration of Human Rights', 'Renaissance Humanism', 'Mesopotamia', 'Epistemology', 'Magna Carta', 'Amazon Rainforest']",False,9.01,95.63,B Class
100432,Introduction to Photosynthesis (Vol. 3),en,https://en.wikipedia.org/wiki/Introduction_to_Photosynthesis_(Vol._3),"An encyclopedic inquiry into biological process converting light energy into chemical energy. Comprehensive survey covering definitions, historical development, and research implications.",1626,6,25,True,15,"['Science & Technology', 'Articles on Science']","['Baroque Architecture', 'Public Health', 'Silk Road', 'Postmodern Literature', 'Antarctic Ice Sheet', 'Existentialism', 'Microbiome', 'Constitutional Law', 'Universal Declaration of Human Rights']",False,15.38,93.45,B Class
100433,Regional Study on Nanotechnology (Vol. 4),en,https://en.wikipedia.org/wiki/Regional_Study_on_Nanotechnology_(Vol._4),"An encyclopedic inquiry into manipulation of matter on an atomic and molecular scale. Comprehensive survey covering definitions, historical development, and research implications.",101,1,0,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Film Noir', 'Surrealism', 'Harappan Civilization', 'Higgs Boson', 'Space Race', 'Great Barrier Reef']",True,0.0,24.16,Stub Class
100434,History of Universal Declaration of Human Rights,en,https://en.wikipedia.org/wiki/History_of_Universal_Declaration_of_Human_Rights,"An encyclopedic inquiry into milestone document in history of human rights. Comprehensive survey covering definitions, historical development, and research implications.",2099,8,2,True,11,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Microbiome', 'Game Theory', 'Homeric Epics', 'Plate Tectonics', 'Universal Declaration of Human Rights', 'Dark Matter']",True,0.95,67.41,Start Class
100435,Critique of Renaissance Humanism,en,https://en.wikipedia.org/wiki/Critique_of_Renaissance_Humanism,"An encyclopedic inquiry into intellectual movement originating in 14th-century italy. Comprehensive survey covering definitions, historical development, and research implications.",160,1,2,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Ottoman Empire', 'Epistemology', 'CRISPR Gene Editing', 'Postmodern Literature', 'Game Theory', 'Space Race']",True,12.5,42.78,Stub Class
100436,Critique of Amazon Rainforest,en,https://en.wikipedia.org/wiki/Critique_of_Amazon_Rainforest,"An encyclopedic inquiry into moist broadleaf tropical rainforest in the amazon basin. Comprehensive survey covering definitions, historical development, and research implications.",248,2,0,False,0,"['Geography & Earth', 'Articles on Geography']","['Byzantine Empire', 'Mount Everest', 'Galapagos Islands']",True,0.0,27.56,Stub Class
100437,History of Impressionism,en,https://en.wikipedia.org/wiki/History_of_Impressionism,"An encyclopedic inquiry into 19th-century art movement characterized by visible brush strokes. Comprehensive survey covering definitions, historical development, and research implications.",2227,11,15,True,16,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Ottoman Empire', 'Magna Carta', 'Epistemology', 'Ancient Alexandria', 'Sahara Desert', 'Graphene']",False,6.74,87.54,B Class
100438,Critique of Deep Learning,en,https://en.wikipedia.org/wiki/Critique_of_Deep_Learning,"An encyclopedic inquiry into subset of machine learning based on artificial neural networks. Comprehensive survey covering definitions, historical development, and research implications.",238,1,2,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['General Relativity', 'Kabuki Theatre', 'Lake Baikal', 'Superconductivity', 'Higgs Boson', 'Epistemology']",True,8.4,42.47,Stub Class
100439,Critique of Renaissance Humanism (Vol. 10),en,https://en.wikipedia.org/wiki/Critique_of_Renaissance_Humanism_(Vol._10),"An encyclopedic inquiry into intellectual movement originating in 14th-century italy. Comprehensive survey covering definitions, historical development, and research implications.",3928,12,64,True,23,"['History & Civilizations', 'Articles on History']","['Renaissance Art', 'Film Noir', 'Plate Tectonics', 'Sahara Desert', 'General Relativity', 'Industrial Revolution']",False,16.29,96.67,Good / Featured Article
100440,Philosophy of Kabuki Theatre (Vol. 1),en,https://en.wikipedia.org/wiki/Philosophy_of_Kabuki_Theatre_(Vol._1),"An encyclopedic inquiry into classical japanese dance-drama known for stylized drama and makeup. Comprehensive survey covering definitions, historical development, and research implications.",3647,12,54,True,18,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Amazon Rainforest', 'Impressionism', 'Harappan Civilization', 'General Relativity', 'Mount Everest', 'Film Noir', 'Space Race', 'Kabuki Theatre']",False,14.81,100.0,Good / Featured Article
100441,Advanced Nile River Basin,en,https://en.wikipedia.org/wiki/Advanced_Nile_River_Basin,"An encyclopedic inquiry into major north-flowing river drainage system in northeastern africa. Comprehensive survey covering definitions, historical development, and research implications.",2896,10,40,True,18,"['Geography & Earth', 'Articles on Geography']","['Meiji Restoration', 'Antarctic Ice Sheet', 'Homeric Epics', 'Deep Learning']",False,13.81,96.48,Good / Featured Article
100442,Principles of Magna Carta (Vol. 3),en,https://en.wikipedia.org/wiki/Principles_of_Magna_Carta_(Vol._3),"An encyclopedic inquiry into royal charter of rights agreed to by king john of england. Comprehensive survey covering definitions, historical development, and research implications.",711,2,3,False,0,"['History & Civilizations', 'Articles on History']","['Ancient Alexandria', 'Impressionism', 'Higgs Boson', 'Superconductivity', 'Nanotechnology', 'Plate Tectonics']",True,4.22,41.23,Start Class
100443,Critique of Public Health (Vol. 4),en,https://en.wikipedia.org/wiki/Critique_of_Public_Health_(Vol._4),"An encyclopedic inquiry into science and art of preventing disease and promoting health. Comprehensive survey covering definitions, historical development, and research implications.",1287,7,11,True,8,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Postmodern Literature', 'Great Barrier Reef', 'Byzantine Empire']",False,8.55,81.64,C Class
100444,Regional Study on Byzantine Empire,en,https://en.wikipedia.org/wiki/Regional_Study_on_Byzantine_Empire,"An encyclopedic inquiry into continuation of the roman empire in its eastern provinces. Comprehensive survey covering definitions, historical development, and research implications.",1637,6,18,True,12,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Nile River Basin', 'Sociology of Knowledge', 'Existentialism', 'Dark Matter', 'James Webb Space Telescope', 'Higgs Boson', 'Deep Learning', 'Behavioral Economics']",False,11.0,92.62,B Class
100445,Philosophy of Meiji Restoration,en,https://en.wikipedia.org/wiki/Philosophy_of_Meiji_Restoration,"An encyclopedic inquiry into political event that restored practical imperial rule to japan. Comprehensive survey covering definitions, historical development, and research implications.",3818,18,53,True,14,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Higgs Boson', 'Graphene', 'Classical Music', 'Ancient Alexandria', 'Baroque Architecture', 'Homeric Epics']",False,13.88,100.0,Good / Featured Article
100446,Foundations of Sahara Desert (Vol. 7),en,https://en.wikipedia.org/wiki/Foundations_of_Sahara_Desert_(Vol._7),"An encyclopedic inquiry into largest hot desert in the world covering north africa. Comprehensive survey covering definitions, historical development, and research implications.",1188,7,5,True,4,"['Geography & Earth', 'Articles on Geography']","['General Relativity', 'Epistemology', 'Magna Carta']",False,4.21,66.11,C Class
100447,Philosophy of Nanotechnology (Vol. 8),en,https://en.wikipedia.org/wiki/Philosophy_of_Nanotechnology_(Vol._8),"An encyclopedic inquiry into manipulation of matter on an atomic and molecular scale. Comprehensive survey covering definitions, historical development, and research implications.",349,4,1,True,6,"['Science & Technology', 'Articles on Science']","['Meiji Restoration', 'Mount Everest', 'Mesopotamia', 'Dark Matter', 'Bauhaus Movement']",True,2.87,55.76,Start Class
100448,Critique of General Relativity (Vol. 9),en,https://en.wikipedia.org/wiki/Critique_of_General_Relativity_(Vol._9),"An encyclopedic inquiry into geometric theory of gravitation published by albert einstein. Comprehensive survey covering definitions, historical development, and research implications.",639,2,3,True,5,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Behavioral Economics', 'Film Noir', 'Ancient Alexandria', 'Mariana Trench', 'Postmodern Literature', 'Renaissance Humanism', 'Industrial Revolution']",True,4.69,60.95,Start Class
100449,Foundations of Mount Everest,en,https://en.wikipedia.org/wiki/Foundations_of_Mount_Everest,"An encyclopedic inquiry into earth's highest mountain above sea level in mahalangur himal. Comprehensive survey covering definitions, historical development, and research implications.",320,2,1,False,0,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Constitutional Law', 'Higgs Boson', 'Baroque Architecture', 'Microbiome', 'Film Noir', 'Ancient Alexandria']",True,3.12,37.51,Start Class
100450,Philosophy of Behavioral Economics (Vol. 1),en,https://en.wikipedia.org/wiki/Philosophy_of_Behavioral_Economics_(Vol._1),"An encyclopedic inquiry into effects of psychological and social factors on economic decisions. Comprehensive survey covering definitions, historical development, and research implications.",606,2,2,True,4,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Constitutional Law', 'Baroque Architecture', 'Mesopotamia', 'CRISPR Gene Editing']",True,3.3,53.4,Start Class
100451,Philosophy of Industrial Revolution,en,https://en.wikipedia.org/wiki/Philosophy_of_Industrial_Revolution,"An encyclopedic inquiry into transition to new manufacturing processes in europe and us. Comprehensive survey covering definitions, historical development, and research implications.",1382,5,4,False,0,"['History & Civilizations', 'Articles on History']","['Nile River Basin', 'Renaissance Humanism', 'Epistemology', 'Artificial Intelligence', 'Superconductivity', 'Classical Music', 'Meiji Restoration']",True,2.89,49.33,C Class
100452,Critique of Classical Music (Vol. 3),en,https://en.wikipedia.org/wiki/Critique_of_Classical_Music_(Vol._3),"An encyclopedic inquiry into art music produced in the traditions of western culture. Comprehensive survey covering definitions, historical development, and research implications.",268,1,1,True,3,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['CRISPR Gene Editing', 'Surrealism', 'Nanotechnology', 'Ring of Fire', 'Deep Learning', 'Impressionism', 'Sahara Desert', 'Galapagos Islands', 'Meiji Restoration']",True,3.73,49.24,Stub Class
100453,Foundations of Antarctic Ice Sheet (Vol. 4),en,https://en.wikipedia.org/wiki/Foundations_of_Antarctic_Ice_Sheet_(Vol._4),"An encyclopedic inquiry into single largest mass of ice on earth covering antarctica. Comprehensive survey covering definitions, historical development, and research implications.",396,2,3,False,0,"['Geography & Earth', 'Articles on Geography']","['Galapagos Islands', 'Quantum Computing', 'Dark Matter', 'Antarctic Ice Sheet', 'Classical Music', 'Meiji Restoration', 'French Revolution']",True,7.58,43.19,Start Class
100454,Future Trends in Space Race (Vol. 5),en,https://en.wikipedia.org/wiki/Future_Trends_in_Space_Race_(Vol._5),"An encyclopedic inquiry into 20th-century competition between soviet union and united states. Comprehensive survey covering definitions, historical development, and research implications.",1115,4,9,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Antarctic Ice Sheet', 'Postmodern Literature', 'Space Race', 'Higgs Boson']",False,8.07,60.3,C Class
